"Województwo";"Powiat";"Wybierany organ";"Numer okręgu";"Liczba mandatów";"Liczba list";"Liczba kandydatów";"Mieszkańcy";"Wyborcy";"Siedziba TKW";"Opis granic";"TERYT Powiatu";"Liczba wysłanych pakietów wyborczych"
"mazowieckie";"zwoleński";"Rada Powiatu w Zwoleniu";2;5;7;43;11345;9310;"Zwoleń";"Gminy: Policzna, Przyłęk";"143600";0
"mazowieckie";"zwoleński";"Rada Powiatu w Zwoleniu";3;6;6;48;14585;11863;"Zwoleń";"Miasto i Gmina Zwoleń";"143600";2
"mazowieckie";"żuromiński";"Rada Powiatu Żuromińskiego";1;5;6;37;12118;9821;"Żuromin";"Miasto i Gmina Bieżuń, Gmina Lutocin, Gmina Siemiątkowo";"143700";5
"mazowieckie";"żuromiński";"Rada Powiatu Żuromińskiego";2;5;6;42;10978;8872;"Żuromin";"Miasto i Gmina Lubowidz, Gmina Kuczbork-Osada";"143700";1
"mazowieckie";"żuromiński";"Rada Powiatu Żuromińskiego";3;5;6;42;13464;11131;"Żuromin";"Gmina i Miasto Żuromin";"143700";9
"mazowieckie";"żyrardowski";"Rada Powiatu Żyrardowskiego";1;10;6;64;35351;28731;"Żyrardów";"gmina miejska Żyrardów";"143800";4
"mazowieckie";"żyrardowski";"Rada Powiatu Żyrardowskiego";2;4;6;31;15631;12430;"Żyrardów";"gmina wiejska Radziejowice, gmina miejsko-wiejska Wiskitki";"143800";0
"mazowieckie";"żyrardowski";"Rada Powiatu Żyrardowskiego";3;5;7;45;19412;15551;"Żyrardów";"gmina miejsko-wiejska Mszczonów, gmina wiejska Puszcza Mariańska";"143800";0
"opolskie";"brzeski";"Rada Powiatu Brzeskiego";1;8;5;44;30882;25771;"Brzeg";"gmina: Brzeg";"160100";10
"opolskie";"brzeski";"Rada Powiatu Brzeskiego";2;5;5;33;21380;17106;"Brzeg";"gminy: Lubsza, Olszanka, Skarbimierz";"160100";16
"opolskie";"brzeski";"Rada Powiatu Brzeskiego";3;5;5;31;17737;14419;"Brzeg";"gmina: Grodków";"160100";0
"opolskie";"brzeski";"Rada Powiatu Brzeskiego";4;3;5;22;11883;9763;"Brzeg";"gmina: Lewin Brzeski";"160100";0
"opolskie";"głubczycki";"Rada Powiatu w Głubczycach";1;8;7;69;20006;16679;"Głubczyce";"gmina: Głubczyce";"160200";0
"opolskie";"głubczycki";"Rada Powiatu w Głubczycach";2;9;8;88;21249;17796;"Głubczyce";"gminy: Baborów, Branice, Kietrz";"160200";4
"opolskie";"kędzierzyńsko-kozielski";"Rada Powiatu Kędzierzyńsko-Kozielskiego";1;6;5;38;24411;20558;"Kędzierzyn-Koźle";"Miasto Kędzierzyn-Koźle-osiedla: Osiedle Rogi w skład którego wchodzą ulice: Krzysztofa Kamila Baczyńskiego, Błękitna, Bukowa, księdza Stanisława Dutki, Główna, Kamienna, Kosynierów, Lasoki, Łąkowa, Ptasia, Rajska, Rybarze, Stawowa, Stoczniowców, mjr Henryka Sucharskiego, Wodna, Zacisze, Polskich Noblistów, Osiedle Południe w skład którego wchodzą ulice: Cmentarna, Głubczycka, Klonowa, Waleriana Łukasińskiego, Raciborska, Wiklinowa, Wrzosowa, Osiedle Zachód w skład którego wchodzą ulice: Archimedesa, Artylerzystów, Józefa Balwirczaka, Bolesława Chrobrego, Filtrowa, Gazowa, Grenadierów, Zbigniewa Herberta, Husarska, Tadeusza Jasińskiego, Kadetów, Kanonierów, Jana Kochanowskiego, Kolejowa, Mikołaja Kopernika, Koszarowa, Zygmunta Krasińskiego, Ignacego Łukasiewicza numery nieparzyste od 17 do końca i numery parzyste od 8 do końca, Mikołaja z Koźla, Gustawa Morcinka, Juliana Ursyna Niemcewicza, Pancernych, Piastowska-numery nieparzyste od 27 do końca i numery parzyste od 16 do końca, Emilii Plater, Pokucie, Polna, Przytulna, Saperska, Słowiańska, Leopolda Staffa, Stolarska, Synów Pułku, Świętojańska, Zawiszy Czarnego, Życzliwa, Stare Miasto w skład którego wchodzą ulice: Anny, Bohaterów Westerplatte, Norberta Bończyka, Antoniego Czechowa, dr. Wojciecha Czerwińskiego, Isaaka Dunajewskiego, Xawerego Dunikowskiego numery nieparzyste od 23 do końca i numery parzyste od 14 do końca, Garncarska, Karpacka, Marii Konopnickiej, Józefa Ignacego Kraszewskiego, 24 Kwietnia, Bolesława Limanowskiego, Lwowska, Ignacego Łukasiewicza numery nieparzyste od 1 do 15 i numery parzyste od 2 do 6, Pamięci Sybiraków, Piastowska-numery nieparzyste od 1 do 25 i numery parzyste od 2 do 14, Grzegorza Piramowicza, Plac Rady Europy, Władysława Planetorza, Józefa Poniatowskiego, Portowa-numery nieparzyste od 1 do 35 i numery parzyste od 2 do 36, Plac Raciborski, Racławicka, Franklina Delano Roosevelta, Rynek, Sądowa, Henryka Sienkiewicza, Skarbowa, Marii Skłodowskiej-Curie, Jana Smolenia, Spółdzielców, Stara Odra, Targowa, Wyspa, Zamkowa, Gabrieli Zapolskiej, Złotnicza, Stefana Żeromskiego, Osiedle Kłodnica w skład którego wchodzą ulice: Agrestowa, Błonie, Bursztynowa, Józefa Chełmońskiego, Jana Cybisa, Czeremchowa, Dobra, Wojciecha Drzymały, Xawerego Dunikowskiego-numery nieparzyste od 1 do 21 i numery parzyste od 2 do 12, Elewatorowa, Piotra Gaszowca, Aleksandra Gierymskiego, Gminna, Mikołaja Goltberga, Jerzego Góreckiego, Artura Grottgera, Grzybowa, Marcina Helwiga, Jagiellońska, Jasna, prof. Karola Joncy, Karmelowa, Kasztanowa, Kłodnicka, Kłosowa, Juliusza Kossaka, Kowalska, Ignacego Krasickiego, Franciszka Krzyszowca, Krzywa, Piotra Latoski, Stanisława Lema, Leśna, Leśnicka, Litewska, Jacka Malczewskiego, Marynarska, Piotra Michałowskiego, Bernarda Mikusza, Miodowa, Młynarska, Sławomira Mrożka, Gabriela Narutowicza, Nektarowa, Olszowa, Osiedlowa, Papcia Chmiela, Piaskowa, Pocztowa, Portowa-numery nieparzyste od 37 do końca i numery parzyste od 38 do końca, Promyk, Przedwiośnie, Ignatzego Richtera, Sportowa, Wita Stwosza, Szantowa, Karola Szymanowskiego, Wisławy Szymborskiej, Świętego Floriana, Leonida Teligii, ks. Józefa Tischnera, Ustronie, Plac Richarda Wagnera, Wałowa, Wandy, Stanisława Wyspiańskiego, Żabieniecka, Żeglarska, Osiedle Pogorzelec w skład którego wchodzą ulice: Aleja Armii Krajowej, Aleja Róż, Aleja Partyzantów, Arki Bożka, Józefa Bema, Bławatków, Bratków, Fryderyka Chopina, Cicha, Dębowa, Józefa Elsnera, Gliwicka z wyłączeniem numeru 31, Goździków, Jana Kilińskiego, Konwalii, Janusza Korczaka, Koszykowa, Tadeusza Kościuszki, Kozielska, Krokusów, Kwiatowa, Juliusza Ligonia, Adama Mickiewicza, Czesława Miłosza, Młyńska, Stanisława Moniuszki, Niezapominajek, Cypriana Kamila Norwida, Odrzańska, Elizy Orzeszkowej, Ignacego Paderewskiego, Plac Pamięci Rodła, Przechodnia, Mikołaja Reja, gen. Władysława Sikorskiego, Piotra Skargi, Juliusza Słowackiego, Jana Sobieskiego, Sosnowa, Stara, Plac Jana Surzyckiego, Tartaczna, Towarowa, Henryka Wieniawskiego, Wierzbowa, Zielona, Żwirki i Wigury, Osiedle Kuźniczka w skład którego wchodzą ulice: Akacjowa, Aleja Spokojna, Brzozowa, Gajowa, Głogowa, Grabowa, ul. Grunwaldzka – numery nieparzyste od 71 do końca oraz numery parzyste od 68 do końca, Jaśminowa, Jaworowa, Jesionowa, Jodłowa, Kalinowa, Leszczynowa, Lipowa, Modrzewiowa, Morwowa, Ogrodowa, Orzechowa, Platanowa, Starowiejska, Topolowa, Wiśniowa";"160300";5
"opolskie";"kędzierzyńsko-kozielski";"Rada Powiatu Kędzierzyńsko-Kozielskiego";2;7;5;44;27041;22729;"Kędzierzyn-Koźle";"Miasto Kędzierzyn-Koźle-osiedla: Osiedle Śródmieście w skład którego wchodzą ulice: 1 Maja, 9 Maja, 11 Listopada, Aroniowa, Astrów, Bałtycka, Konstantego Damrota, Henryka Dąbrowskiego, Romana Dmowskiego, Dworcowa, Jana Dzierżonia, Jurija Gagarina, Aleksandra Głowackiego, Grunwaldzka-numery nieparzyste od 1 do 69 i numery parzyste od 2 do 66, Plac Grunwaldzki, Harcerska, Jagodowa, Aleja Jana Pawła II-numery nieparzyste od 1 do 37 i numery parzyste od 2 do 38E, Jarzębinowa, Doktora Judyma, Kanałowa, Kosmonautów, Kościelna, Krótka, Aleja Ignacego Lisa, Józefa Lompy, Malinowa, Jana Matejki, Karola Miarki, Miła, Plac Młodzieży, Morelowa, Nowa, Parkowa, Piękna, Pionierów, Plebiscytowa, Pogodna, Poprzeczna, Powstańców, Poziomkowa, Północna, Przyjemna, Kazimierza Pułaskiego, Pusta, Słoneczna, Pawła Stalmacha, Romualda Traugutta, Wąska, Wojska Polskiego, Plac Wolności, Zamknięta, Zaścianek, Zgodna, Osiedle Piastów-Powstańców Śląskich w skład którego wchodzą ulice: Aleja Jana Pawła II-numery nieparzyste od 39 do końca i numery parzyste od 46 do końca, Adama Benisza, Bolesława Krzywoustego, Bolesława Śmiałego, Jana Brandysa, Wiktora Brzozowskiego, Bulwar Wschodni, Leszka Białego, Karola Chodkiewicza, Dobrawy, Kazimierza Wielkiego, Walentego Fojkisa, Karola Gajdzika, Romana Horoszkiewicza, Wojciecha Korfantego, Augustyna Kośnego, Królowej Jadwigi, Zygmunta Kuczyńskiego, Władysława Łokietka, Mieszka I, Przemysława II, Alfonsa Zgrzebnioka, Osiedle Azoty w skład którego wchodzą ulice: Chemików, Dąbrowa Leśna, Gliwicka – numer 31, Władysława Grabskiego, Jordanowska, Mostowa, Ignacego Mościckiego, Józefa Piłsudskiego, Ludwika Waryńskiego, Wincentego Witosa, Osiedle Blachownia w skład którego wchodzą ulice: Władysława Broniewskiego, Marka Hłaski, Kornela Makuszyńskiego, Niepodległości, Władysława Reymonta, Juliana Tuwima, Wyzwolenia, Zwycięstwa, Osiedle Lenartowice w skład którego wchodzą ulice: Heleny Modrzejewskiej, Zofii Nałkowskiej, Nowowiejska, Agnieszki Osieckiej, Połanieckich, Jeremiego Przybory, Wincentego Różańskiego, Lwa Tołstoja, Leona Wyczółkowskiego, Osiedle Przyjaźni w skład którego wchodzą ulice: 1 Czerwca, Boczna, Energetyków, Ludowa, Owocowa, Pod Dębami, Przyjaźni, Stara Droga, Stara Śluza, Szkolna, Osiedle Cisowa w skład którego wchodzą ulice: Barbary, Jana Brzechwy, Ciasna, Dolna, Aleksandra Fredry, Górna, Jesienna, Letnia, Lokalna, Marii, Modra, Nadrzeczna, Odległa, Okrężna, Orna, Piesza, Pochyła, Pod Lasem, Prosta, Przeskok, Radosna, Skośna, Skrajna, Urszuli, Wakacyjna, Wesoła, Widokowa, Wiosenna, Wspólna, Zakątek, Zofii, Osiedle Miejsce Kłodnickie w skład którego wchodzą ulice: Czajki, Czyżyków, Jaskółek, Krucza, Kukułcza, Skowronków, Słowicza, Szpaków, Osiedle Sławięcice w skład którego wchodzą ulice: 8 Marca, Adama Asnyka, Bajkowa, Stefana Batorego, Ignacego Daszyńskiego, Edwarda Dembowskiego, ks. Amanda Droni, Josepha Von Eichendorffa, Konstantego Ildefonsa Gałczyńskiego, Poli Gojawiczyńskiej, Kameralna, Jana Kasprowicza, Roberta Kocha, Hugo Kołłątaja, Książąt Opolskich, Mała, Naftowa, Niezdrowicka, Władysława Orkana, Powstańca Filipa Pieli, Kazimierza Przerwy Tetmajera, Aleksandra Puszkina, Sadowa, Serdeczna, Sławięcicka, Spacerowa, Stanisława Staszica, Strzelecka, Szczęśliwa, ks. Piotra Ściegiennego, Świerkowa, ks. Jana Twardowskiego, Kornela Ujejskiego, Walerego Wróblewskiego, Wydmowa, Zielna, Narcyzy Żmichowskiej";"160300";3
"opolskie";"kędzierzyńsko-kozielski";"Rada Powiatu Kędzierzyńsko-Kozielskiego";3;4;4;22;14869;12262;"Kędzierzyn-Koźle";"Gminy: Pawłowiczki, Reńska Wieś";"160300";0
"opolskie";"kędzierzyńsko-kozielski";"Rada Powiatu Kędzierzyńsko-Kozielskiego";4;4;4;21;16290;13434;"Kędzierzyn-Koźle";"Gminy: Bierawa, Cisek, Polska Cerekiew";"160300";0
"opolskie";"kluczborski";"Rada Powiatu w Kluczborku";1;6;4;29;20435;16908;"Kluczbork";"Gmina Byczyna i Gmina Wołczyn";"160400";3
"opolskie";"kluczborski";"Rada Powiatu w Kluczborku";2;6;5;39;20353;17391;"Kluczbork";"Gmina Kluczbork obejmująca miasto Kluczbork";"160400";11
"opolskie";"kluczborski";"Rada Powiatu w Kluczborku";3;5;5;34;18172;14967;"Kluczbork";"Gmina Kluczbork obejmująca sołectwa: Bażany, Bąków, Biadacz, Bogacica, Bogacka Szklarnia, Bogdańczowice, Borkowice, Czaple Stare z wsią Czaple Wolne, Gotartów, Krasków, Krzywizna, Kujakowice Dolne, Kujakowice Górne, Kuniów, Ligota Dolna, Ligota Górna i Zamecka, Łowkowice, Maciejów, Nowa Bogacica, Smardy Dolne, Smardy Górne, Unieszów, osada leśna Zameczek, Żabiniec, Gmina Lasowice Wielkie";"160400";0
"opolskie";"krapkowicki";"Rada Powiatu Krapkowickiego";1;6;5;39;20398;17204;"Krapkowice";"Miasto i Gmina Krapkowice";"160500";1
"opolskie";"krapkowicki";"Rada Powiatu Krapkowickiego";2;3;4;20;11835;9583;"Krapkowice";"Miasto i Gmina Gogolin";"160500";14
"opolskie";"krapkowicki";"Rada Powiatu Krapkowickiego";3;4;5;28;13303;11167;"Krapkowice";"Miasto i Gmina Zdzieszowice";"160500";0
"opolskie";"krapkowicki";"Rada Powiatu Krapkowickiego";4;4;5;27;12169;9975;"Krapkowice";"Miasto i Gmina Strzeleczki, Gmina Walce";"160500";12
"opolskie";"namysłowski";"Rada Powiatu Namysłowskiego";1;6;7;56;15417;12643;"Namysłów";"miasto Namysłów";"160600";0
"opolskie";"namysłowski";"Rada Powiatu Namysłowskiego";2;6;7;56;13632;10951;"Namysłów";"obszar wiejski gminy Namysłów i gmina Wilków";"160600";0
"opolskie";"namysłowski";"Rada Powiatu Namysłowskiego";3;5;7;49;11492;9516;"Namysłów";"gminy: Domaszowice, Świerczów i Pokój";"160600";0
"opolskie";"nyski";"Rada Powiatu w Nysie";1;10;7;79;51235;43120;"Nysa";"gmina: Nysa";"160700";5
"opolskie";"nyski";"Rada Powiatu w Nysie";2;4;7;40;21440;18156;"Nysa";"gmina: Głuchołazy";"160700";2
"opolskie";"nyski";"Rada Powiatu w Nysie";3;5;7;48;23962;20044;"Nysa";"gminy: Otmuchów, Paczków";"160700";0
"opolskie";"nyski";"Rada Powiatu w Nysie";4;6;7;54;27521;22911;"Nysa";"gminy: Kamiennik, Korfantów, Łambinowice, Pakosławice, Skoroszyce";"160700";7
"opolskie";"oleski";"Rada Powiatu w Oleśnie";1;6;3;24;20419;16788;"Olesno";"gminy: Praszka, Rudniki";"160800";0
"opolskie";"oleski";"Rada Powiatu w Oleśnie";2;4;5;24;10870;8941;"Olesno";"gminy: Gorzów Śląski, Radłów";"160800";3
"opolskie";"oleski";"Rada Powiatu w Oleśnie";3;4;6;30;12485;10334;"Olesno";"gminy: Dobrodzień, Zębowice";"160800";0
"opolskie";"oleski";"Rada Powiatu w Oleśnie";4;5;6;39;16567;13843;"Olesno";"gmina Olesno";"160800";0
"opolskie";"opolski";"Rada Powiatu Opolskiego";1;5;5;33;24814;20436;"Opole";"gminy: Dąbrowa, Niemodlin, Tułowice";"160900";1
"opolskie";"opolski";"Rada Powiatu Opolskiego";2;4;4;22;17633;14793;"Opole";"gmina: Ozimek";"160900";0
"opolskie";"opolski";"Rada Powiatu Opolskiego";3;3;4;19;15869;13010;"Opole";"gminy: Chrząstowice, Tarnów Opolski";"160900";1
"opolskie";"opolski";"Rada Powiatu Opolskiego";4;3;4;20;16616;13655;"Opole";"gminy: Dobrzeń Wielki, Popielów";"160900";0
"opolskie";"opolski";"Rada Powiatu Opolskiego";5;3;5;23;17495;14276;"Opole";"gminy: Komprachcice, Prószków";"160900";2
"opolskie";"opolski";"Rada Powiatu Opolskiego";6;5;4;28;24051;19923;"Opole";"gminy: Łubniany, Murów, Turawa";"160900";0
"opolskie";"prudnicki";"Rada Powiatu w Prudniku";1;8;4;38;23757;19923;"Prudnik";"gmina: Prudnik";"161000";2
"opolskie";"prudnicki";"Rada Powiatu w Prudniku";2;4;4;24;12150;10045;"Prudnik";"gmina: Głogówek";"161000";0
"opolskie";"prudnicki";"Rada Powiatu w Prudniku";3;5;5;33;14040;11478;"Prudnik";"gminy: Biała, Lubrza";"161000";1
"opolskie";"strzelecki";"Rada Powiatu Strzeleckiego";1;9;5;51;32537;26892;"Strzelce Opolskie";"miasto i gmina Strzelce Opolskie oraz gmina Izbicko";"161100";1
"opolskie";"strzelecki";"Rada Powiatu Strzeleckiego";2;3;3;14;12759;10476;"Strzelce Opolskie";"miasto i gmina Kolonowskie oraz gmina Jemielnica";"161100";0
"opolskie";"strzelecki";"Rada Powiatu Strzeleckiego";3;3;4;18;10190;8570;"Strzelce Opolskie";"miasto i gmina Zawadzkie";"161100";0
"opolskie";"strzelecki";"Rada Powiatu Strzeleckiego";4;4;4;17;13344;10805;"Strzelce Opolskie";"miasto i gmina Leśnica oraz miasto i gmina Ujazd";"161100";2
"podkarpackie";"bieszczadzki";"Rada Powiatu Bieszczadzkiego";1;6;5;40;8346;7010;"Ustrzyki Dolne";"miasto Ustrzyki Dolne";"180100";1
"podkarpackie";"bieszczadzki";"Rada Powiatu Bieszczadzkiego";2;6;5;40;8157;6582;"Ustrzyki Dolne";"gmina Ustrzyki Dolne (teren wiejski)";"180100";5
"podkarpackie";"bieszczadzki";"Rada Powiatu Bieszczadzkiego";3;3;5;25;4384;3659;"Ustrzyki Dolne";"gminy: Czarna, Lutowiska";"180100";0
"podkarpackie";"brzozowski";"Rada Powiatu w Brzozowie";1;8;4;40;26080;20968;"Brzozów";"gmina Brzozów";"180200";3
"podkarpackie";"brzozowski";"Rada Powiatu w Brzozowie";2;4;4;22;15446;12625;"Brzozów";"gminy: Dydnia, Nozdrzec";"180200";8
"podkarpackie";"brzozowski";"Rada Powiatu w Brzozowie";3;7;4;36;22696;18072;"Brzozów";"gminy: Domaradz, Haczów, Jasienica Rosielna";"180200";5
"podkarpackie";"dębicki";"Rada Powiatu Dębickiego";1;8;3;30;41838;34561;"Dębica";"miasto Dębica";"180300";2
"podkarpackie";"dębicki";"Rada Powiatu Dębickiego";2;3;3;13;18017;14422;"Dębica";"gmina Brzostek, gmina Jodłowa";"180300";1
"podkarpackie";"dębicki";"Rada Powiatu Dębickiego";3;5;3;21;27762;21799;"Dębica";"gmina Czarna, gmina Żyraków";"180300";0
"podkarpackie";"dębicki";"Rada Powiatu Dębickiego";4;5;3;21;25470;20188;"Dębica";"gmina Dębica";"180300";0
"podkarpackie";"dębicki";"Rada Powiatu Dębickiego";5;4;3;18;18277;14433;"Dębica";"gmina Pilzno";"180300";0
"podkarpackie";"jarosławski";"Rada Powiatu Jarosławskiego";1;7;3;27;34181;28955;"Jarosław";"Miasto Jarosław";"180400";11
"podkarpackie";"jarosławski";"Rada Powiatu Jarosławskiego";2;6;3;24;31641;25183;"Jarosław";"Gminy: Jarosław, Laszki, Wiązownica";"180400";1
"podkarpackie";"jarosławski";"Rada Powiatu Jarosławskiego";3;4;3;18;21462;17400;"Jarosław";"Miasto Radymno; Gminy: Chłopice, Radymno";"180400";2
"podkarpackie";"jarosławski";"Rada Powiatu Jarosławskiego";4;6;3;23;28277;22725;"Jarosław";"Miasto i Gmina Pruchnik, Gminy: Pawłosiów, Rokietnica, Roźwienica";"180400";1
"podkarpackie";"jasielski";"Rada Powiatu w Jaśle";1;7;4;36;32189;27443;"Jasło";"gmina miejska Jasło";"180500";3
"podkarpackie";"jasielski";"Rada Powiatu w Jaśle";2;3;4;19;16104;13161;"Jasło";"gmina wiejska Jasło";"180500";1
"podkarpackie";"jasielski";"Rada Powiatu w Jaśle";3;3;4;20;12141;9934;"Jasło";"gmina Skołyszyn";"180500";2
"podkarpackie";"jasielski";"Rada Powiatu w Jaśle";4;3;4;20;15214;12325;"Jasło";"gminy: Brzyska, Kołaczyce";"180500";0
"podkarpackie";"jasielski";"Rada Powiatu w Jaśle";5;3;4;20;14165;11258;"Jasło";"gminy: Dębowiec, Osiek Jasielski";"180500";0
"podkarpackie";"jasielski";"Rada Powiatu w Jaśle";6;4;4;24;19645;16068;"Jasło";"gminy: Krempna, Nowy Żmigród, Tarnowiec";"180500";1
"podkarpackie";"kolbuszowski";"Rada Powiatu Kolbuszowskiego";1;7;2;18;24069;19818;"Kolbuszowa";"obszar i granice Gminy Kolbuszowa";"180600";4
"podkarpackie";"kolbuszowski";"Rada Powiatu Kolbuszowskiego";2;5;2;12;15156;12081;"Kolbuszowa";"obszar i granice Gminy Raniżów i Gminy Cmolas";"180600";0
"podkarpackie";"kolbuszowski";"Rada Powiatu Kolbuszowskiego";3;4;3;15;12562;10017;"Kolbuszowa";"obszar i granice Gminy Dzikowiec i Gminy Niwiska";"180600";0
"podkarpackie";"kolbuszowski";"Rada Powiatu Kolbuszowskiego";4;3;2;9;9786;7842;"Kolbuszowa";"obszar i granice Gminy Majdan Królewski";"180600";0
"podkarpackie";"krośnieński";"Rada Powiatu Krośnieńskiego";1;3;2;10;13441;10805;"Krosno";"gmina Chorkówka";"180700";0
"podkarpackie";"krośnieński";"Rada Powiatu Krośnieńskiego";2;4;2;12;16107;13170;"Krosno";"gmina Dukla, gmina Jaśliska";"180700";1
"podkarpackie";"krośnieński";"Rada Powiatu Krośnieńskiego";3;5;2;14;25877;20701;"Krosno";"gminy: Iwonicz-Zdrój, Rymanów";"180700";3
"podkarpackie";"krośnieński";"Rada Powiatu Krośnieńskiego";4;3;2;10;14928;12067;"Krosno";"gmina Jedlicze";"180700";0
"podkarpackie";"krośnieński";"Rada Powiatu Krośnieńskiego";5;4;2;12;20450;16384;"Krosno";"gminy: Korczyna, Wojaszówka";"180700";4
"podkarpackie";"krośnieński";"Rada Powiatu Krośnieńskiego";6;4;2;12;18897;15379;"Krosno";"gminy: Krościenko Wyżne, Miejsce Piastowe";"180700";27
"podkarpackie";"leżajski";"Rada Powiatu Leżajskiego";1;3;5;24;12696;10831;"Leżajsk";"miasto Leżajsk";"180800";0
"podkarpackie";"leżajski";"Rada Powiatu Leżajskiego";2;4;3;17;13432;10769;"Leżajsk";"gmina Grodzisko Dolne, gmina Kuryłówka";"180800";0
"podkarpackie";"leżajski";"Rada Powiatu Leżajskiego";3;6;3;24;20014;15918;"Leżajsk";"gmina Leżajsk";"180800";0
"podkarpackie";"leżajski";"Rada Powiatu Leżajskiego";4;6;5;39;20917;16939;"Leżajsk";"gmina Nowa Sarzyna";"180800";0
"podkarpackie";"lubaczowski";"Rada Powiatu w Lubaczowie";1;4;6;34;11269;9465;"Lubaczów";"Miasto Lubaczów";"180900";0
"podkarpackie";"lubaczowski";"Rada Powiatu w Lubaczowie";2;7;6;52;23143;18663;"Lubaczów";"Gmina Lubaczów, Miasto i Gmina Oleszyce, Gmina Stary Dzików, Gmina Wielkie Oczy";"180900";0
"podkarpackie";"lubaczowski";"Rada Powiatu w Lubaczowie";3;6;6;46;18800;15639;"Lubaczów";"Miasto i Gmina Cieszanów, Miasto i Gmina Narol, Gmina Horyniec-Zdrój";"180900";0
"podkarpackie";"łańcucki";"Rada Powiatu Łańcuckiego";1;5;3;21;17094;14129;"Łańcut";"miasto Łańcut";"181000";2
"podkarpackie";"łańcucki";"Rada Powiatu Łańcuckiego";2;7;3;25;28108;22117;"Łańcut";"gmina Łańcut, gmina Markowa";"181000";2
"podkarpackie";"łańcucki";"Rada Powiatu Łańcuckiego";3;4;3;17;15694;12363;"Łańcut";"gmina Białobrzegi, gmina Żołynia";"181000";0
"podkarpackie";"łańcucki";"Rada Powiatu Łańcuckiego";4;5;3;19;19224;15043;"Łańcut";"gmina Czarna, gmina Rakszawa";"181000";0
"podkarpackie";"mielecki";"Rada Powiatu Mieleckiego";1;6;4;32;29265;24252;"Mielec";"miasto Mielec: osiedla: Borek, Lotników, Kilińskiego, Kościuszki, Żeromskiego, Niepodległości, Kazimierza Wielkiego, Wolności, Wojsław, Rzochów";"181100";7
"podkarpackie";"mielecki";"Rada Powiatu Mieleckiego";2;5;4;28;25933;21303;"Mielec";"miasto Mielec: osiedla: Cyranka, Mościska, Dziubków, Szafera, Kusocińskiego, Kopernika, Smoczka, Smoczka I";"181100";4
"podkarpackie";"mielecki";"Rada Powiatu Mieleckiego";3;4;3;17;21867;17207;"Mielec";"miasto i gmina Radomyśl Wielki, gmina Wadowice Górne";"181100";3
"podkarpackie";"mielecki";"Rada Powiatu Mieleckiego";4;5;3;21;28792;22910;"Mielec";"gminy: Borowa, Czermin, Gawłuszowice, Padew Narodowa, Tuszów Narodowy";"181100";2
"podkarpackie";"mielecki";"Rada Powiatu Mieleckiego";5;5;4;28;25351;20066;"Mielec";"gmina Mielec, miasto i gmina Przecław";"181100";1
"podkarpackie";"niżański";"Rada Powiatu Niżańskiego";1;3;7;35;10076;8322;"Nisko";"gminy: Harasiuki, Krzeszów";"181200";0
"podkarpackie";"niżański";"Rada Powiatu Niżańskiego";2;4;7;41;13377;11122;"Nisko";"gminy: Jarocin, Ulanów";"181200";0
"podkarpackie";"niżański";"Rada Powiatu Niżańskiego";3;3;4;20;10045;7961;"Nisko";"gmina Jeżowe";"181200";0
"podkarpackie";"niżański";"Rada Powiatu Niżańskiego";4;6;7;56;21008;17468;"Nisko";"gmina Nisko";"181200";2
"podkarpackie";"niżański";"Rada Powiatu Niżańskiego";5;3;6;29;9721;8050;"Nisko";"gmina Rudnik nad Sanem";"181200";1
"podkarpackie";"przemyski";"Rada Powiatu Przemyskiego";1;5;6;42;20020;16233;"Przemyśl";"Miasto i Gmina Dubiecko, Miasto i Gmina Bircza, Gmina Krzywcza";"181300";3
"podkarpackie";"przemyski";"Rada Powiatu Przemyskiego";2;5;6;42;20777;16786;"Przemyśl";"Gminy: Krasiczyn, Przemyśl i Fredropol";"181300";0
"podkarpackie";"przemyski";"Rada Powiatu Przemyskiego";3;6;6;48;21393;17291;"Przemyśl";"Gminy: Żurawica i Orły";"181300";3
"podkarpackie";"przemyski";"Rada Powiatu Przemyskiego";4;3;6;30;10264;8293;"Przemyśl";"Gminy: Medyka i Stubno";"181300";14
"podkarpackie";"przeworski";"Rada Powiatu Przeworskiego";1;5;6;37;19608;15693;"Przeworsk";"Miasto i Gmina Sieniawa, Gminy: Adamówka, Tryńcza";"181400";0
"podkarpackie";"przeworski";"Rada Powiatu Przeworskiego";2;4;7;38;14336;11961;"Przeworsk";"Miasto Przeworsk";"181400";1
"podkarpackie";"przeworski";"Rada Powiatu Przeworskiego";3;5;4;27;21806;17384;"Przeworsk";"Gminy: Przeworsk, Zarzecze";"181400";1
"podkarpackie";"przeworski";"Rada Powiatu Przeworskiego";4;5;6;38;20890;17007;"Przeworsk";"Miasto i Gmina Kańczuga, Miasto i Gmina Jawornik Polski, Gmina Gać";"181400";5
"podkarpackie";"ropczycko-sędziszowski";"Rada Powiatu Ropczycko-Sędziszowskiego";1;7;4;31;27241;21385;"Ropczyce";"gmina Ropczyce";"181500";2
"podkarpackie";"ropczycko-sędziszowski";"Rada Powiatu Ropczycko-Sędziszowskiego";2;6;4;27;23573;18769;"Ropczyce";"gmina Sędziszów Małopolski";"181500";2
"podkarpackie";"ropczycko-sędziszowski";"Rada Powiatu Ropczycko-Sędziszowskiego";3;6;4;28;23196;18292;"Ropczyce";"gmina Iwierzyce, gmina Ostrów, gmina Wielopole Skrzyńskie";"181500";6
